dataset,noise_mode,noise_axis,noise_level,ctr,train_size,metric,opc,no_propensity,delta,delta_std,lift_pct,n_seeds,initial_reward,delta_se
ml,kmeans_templates,context,brutal,0.05,5000,oracle,0.04901650105485004,0.04874374533626406,0.0002727557185859805,0.000282333526390905,0.5641304739886679,5,0.04789342746866382,0.0001262633914674589
ml,kmeans_templates,context,brutal,0.05,5000,selected,0.04698845443400236,0.04842757189632364,-0.0014391174623212793,0.002402452056009113,-3.0117981178338384,5,0.04789342746866382,0.0010744092219841016
ml,kmeans_templates,context,brutal,0.05,25000,mean_trials,0.048079804551031696,0.04858027468212582,-0.0005004701310941231,0.0003825241642058747,-1.0371797386236028,5,0.04789342746866382,0.00017107000684012555
ml,kmeans_templates,context,brutal,0.05,25000,oracle,0.04894217843304926,0.04879342424314024,0.00014875418990902,0.0001982523551145313,0.308092506526136,5,0.04789342746866382,8.866114854710402e-05
ml,kmeans_templates,context,brutal,0.05,25000,selected,0.048264342846587135,0.04869974369659012,-0.0004354008500029802,0.0005180649164230918,-0.8948600287282875,5,0.04789342746866382,0.00023168567397595607
ml,kmeans_templates,context,brutal,0.05,50000,mean_trials,0.04806749437005372,0.048620949039521764,-0.0005534546694680439,0.0002826018540088668,-1.144082800064007,5,0.04789342746866382,0.00012638339122625952
ml,kmeans_templates,context,brutal,0.05,50000,oracle,0.04871807202338592,0.048769934379804196,-5.186235641827936e-05,0.0005185416516246859,-0.10790982508204856,5,0.04789342746866382,0.00023189887643956239
ml,kmeans_templates,context,brutal,0.05,50000,selected,0.047995022493758976,0.04861780685840672,-0.0006227843646477397,0.00034562535163347913,-1.2881432841958724,5,0.04789342746866382,0.00015456835619994546
ml,kmeans_templates,context,brutal,0.05,100000,mean_trials,0.04810025508335046,0.048590706493919125,-0.0004904514105686694,0.00020716484742050223,-1.0119356360553315,5,0.04789342746866382,9.264693627612299e-05
ml,kmeans_templates,context,brutal,0.05,100000,oracle,0.04883382083762698,0.048749919102029846,8.390173559713887e-05,0.00030491071915664855,0.17552829711319298,5,0.04789342746866382,0.0001363602190205227
ml,kmeans_templates,context,brutal,0.05,100000,selected,0.04819828254897792,0.04850831413132598,-0.00031003158234805953,0.00029884821806803335,-0.6434912302505073,5,0.04789342746866382,0.00013364898611096067
ml,kmeans_templates,context,extreme,0.05,5000,mean_trials,0.048356701104238405,0.04898774385280545,-0.0006310427485670455,0.00029489712163372666,-1.2929659196424053,5,0.04817695161604896,0.00013188200206840732
ml,kmeans_templates,context,extreme,0.05,5000,oracle,0.04918222109619524,0.04951580447780122,-0.0003335833816059799,0.00021920869537902745,-0.6740429518897215,5,0.04817695161604896,9.803310882530988e-05
ml,kmeans_templates,context,extreme,0.05,5000,selected,0.04757437362269886,0.04940974613477306,-0.0018353725120741986,0.0018439729938664801,-3.7198833464601364,5,0.04817695161604896,0.0008246497925918504
ml,kmeans_templates,context,extreme,0.05,25000,mean_trials,0.04835271920331655,0.04925550720037158,-0.0009027879970550254,0.0004080885208195305,-1.8361892656666001,5,0.04817695161604896,0.00018250273467796166
ml,kmeans_templates,context,extreme,0.05,25000,oracle,0.04906430507053642,0.049475807564905536,-0.00041150249436911894,0.0003690825020784878,-0.832746366061149,5,0.04817695161604896,0.00016505871279064123
ml,kmeans_templates,context,extreme,0.05,25000,selected,0.04834320911221136,0.0494687420302593,-0.0011255329180479418,0.0007171722649066135,-2.2802529395750515,5,0.04817695161604896,0.0003207291871817349
